Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;COORD_X_L93;COORD_Y_L93;geo_shape;geo_point_2d
1616;57, RUE JEAN BAPTISTE PIGALLE;75009;Paris;2010;IMM 3F;6;2;4;0;0;acquisition réhabilitation;;9;logement familial;651267.097;6864741.455;"{""type"": ""Point"", ""coordinates"": [2.335509339003521, 48.88084645733384]}";48.8808464573, 2.335509339
1617;9, RUE LESAGE;75020;Paris;2010;SIEMP;7;0;4;0;3;construction neuve;;20;logement familial;654623.39;6863751.09;"{""type"": ""Point"", ""coordinates"": [2.38137745238255, 48.87218558327827]}";48.8721855833, 2.38137745238
1622;GROUPE PORTE DOREE 8, RUE MARCEL DUBOIS;75012;Paris;2010;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;12;logement familial;656416.196;6859506.482;"{""type"": ""Point"", ""coordinates"": [2.406253077721408, 48.83413771723907]}";48.8341377172, 2.40625307772
1632;43 RUE DES BOURDONNAIS 33 RUE SAINT HONORE;75001;Paris;2010;ELOGIE;4;0;4;0;0;construction neuve;opération abandonnée;1;logement familial;651992.3494;6862493.509;"{""type"": ""Point"", ""coordinates"": [2.345651958211046, 48.86068563972035]}";48.8606856397, 2.34565195821
1642;HOPITAL BROUSSAIS  15P RUE DES ARBUSTES 96-108 RUE DIDOT 1-29 RUE DE MARINIERS;75014;Paris;2010;RIVP;112;0;112;0;0;construction neuve;;14;établissement d'hébergement pour personnes âgées dépendantes;649340.2228;6858909.184;"{""type"": ""Point"", ""coordinates"": [2.309931997173437, 48.82824882739883]}";48.8282488274, 2.30993199717
1645;35 RUE DES PETITS CARREAUX;75002;Paris;2010;ELOGIE;5;0;5;0;0;acquisition réhabilitation;;2;logement familial;652115.6152;6863265.227;"{""type"": ""Point"", ""coordinates"": [2.347245052704066, 48.8676347510207]}";48.867634751, 2.3472450527
1646;4, RUE DE CITEAUX;75012;Paris;2010;PARIS HAB;344;0;344;0;0;acquisition réhabilitation;;12;résidence pour étudiants;654502.0702;6860946.751;"{""type"": ""Point"", ""coordinates"": [2.380023730471503, 48.846957862887216]}";48.8469578629, 2.38002373047
1651;GROUPE MURAT 9-11, RUE ABEL FERRY;75016;Paris;2010;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;16;logement familial;645703.7473;6859884.62;"{""type"": ""Point"", ""coordinates"": [2.260275657175534, 48.83672486962929]}";48.8367248696, 2.26027565718
1653;104, RUE ALEXANDRE DUMAS;75020;Paris;2010;RIVP;31;0;24;0;7;acquisition réhabilitation;;20;logement familial;655945.7594;6861861.2;"{""type"": ""Point"", ""coordinates"": [2.399600605982227, 48.85528181854126]}";48.8552818185, 2.39960060598
1658;29 RUE VAUVENARGUES;75018;Paris;2010;PARIS HAB;1;0;1;0;0;acquisition conventionnement;;18;logement familial;651080.9857;6866189.34;"{""type"": ""Point"", ""coordinates"": [2.33280495487335, 48.893852651241524]}";48.8938526512, 2.33280495487
1659;10 RUE ACHILLE LUCHAIRE GROUPE PORTE DE MONTROUGE;75014;Paris;2010;PARIS HAB;2;0;2;0;0;acquisition réhabilitation;;14;logement familial;650186.2119;6858368.728;"{""type"": ""Point"", ""coordinates"": [2.321518418401342, 48.82345437418294]}";48.8234543742, 2.3215184184
1669;GROUPE PORTE DE MONTREUIL 6, RUE MENDELSSOHN;75020;Paris;2010;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;20;logement familial;656784.8178;6861854.691;"{""type"": ""Point"", ""coordinates"": [2.411036064429017, 48.855280111956255]}";48.855280112, 2.41103606443
1672;72-72BIS, RUE PHILIPPE DE GIRARD;75018;Paris;2010;SIEMP;24;5;14;0;5;construction neuve;;18;logement familial;653126.9162;6865536.611;"{""type"": ""Point"", ""coordinates"": [2.360779744406655, 48.888135107631605]}";48.8881351076, 2.36077974441
1683;119, AVENUE GAMBETTA;75020;Paris;2010;PARIS HAB;19;2;13;0;4;acquisition réhabilitation;;20;logement familial;656046.5598;6863256.071;"{""type"": ""Point"", ""coordinates"": [2.400830078338635, 48.8678326527118]}";48.8678326527, 2.40083007834
1687;55, RUE D'ALESIA;75014;Paris;2010;ELOGIE;8;2;6;0;0;acquisition réhabilitation;;14;logement familial;650860.6901;6858837.17;"{""type"": ""Point"", ""coordinates"": [2.330650525606958, 48.827718904122015]}";48.8277189041, 2.33065052561
1689;66, RUE DES PLANTES;75014;Paris;2010;RSF;98;0;98;0;0;construction neuve;;14;établissement d'hébergement pour personnes âgées dépendantes;650077.2354;6858735.371;"{""type"": ""Point"", ""coordinates"": [2.319991188251302, 48.82674321171165]}";48.8267432117, 2.31999118825
1690;3, RUE SAINTE MARTHE;75010;Paris;2010;SIEMP;1;0;1;0;0;acquisition réhabilitation;;10;logement familial;653848.2995;6863906.565;"{""type"": ""Point"", ""coordinates"": [2.370794142548861, 48.873528662535854]}";48.8735286625, 2.37079414255
1695;34 RUE ALEXANDRE DUMAS;75011;Paris;2010;PARIS HAB;11;0;9;0;2;acquisition conventionnement;;11;logement familial;655398.6871;6861654.306;"{""type"": ""Point"", ""coordinates"": [2.392166751970379, 48.85338358766064]}";48.8533835877, 2.39216675197
1698;55-57 RUE CHARDON LAGACHE;75016;Paris;2010;PARIS HAB;47;47;0;0;0;construction neuve;;16;résidence sociale pour démuni;646030.3443;6860529.143;"{""type"": ""Point"", ""coordinates"": [2.264643137992314, 48.842548469336045]}";48.8425484693, 2.26464313799
1709;30, RUE ERARD;75012;Paris;2010;PARIS HAB;6;0;6;0;0;acquisition réhabilitation;;12;logement familial;654965.8818;6860863.28;"{""type"": ""Point"", ""coordinates"": [2.386352429617498, 48.84623978964631]}";48.8462397896, 2.38635242962
1712;48, RUE LEON;75018;Paris;2010;TOIT&JOIE;5;1;3;0;1;acquisition réhabilitation;opération abandonnée;18;logement familial;652589.5127;6865753.047;"{""type"": ""Point"", ""coordinates"": [2.353427192720845, 48.89004209245982]}";48.8900420925, 2.35342719272
1713;11, RUE DU DOCTEUR GOUJON;75012;Paris;2010;PARIS HAB;31;3;19;0;9;acquisition conventionnement;;12;logement familial;655834.139;6860181.916;"{""type"": ""Point"", ""coordinates"": [2.398253836335957, 48.84017234237318]}";48.8401723424, 2.39825383634
1722;TROENES - 64, RUE DES AMANDIERS;75020;Paris;2010;RSF;222;222;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;20;foyer de travailleurs migrants;655232.2974;6863054.762;"{""type"": ""Point"", ""coordinates"": [2.389751761690127, 48.8659662301786]}";48.8659662302, 2.38975176169
1731;3 CITE GERMAIN PILON;75018;Paris;2010;SIEMP;6;2;4;0;0;construction neuve;opération abandonnée;18;logement familial;651316.4267;6865112.369;"{""type"": ""Point"", ""coordinates"": [2.3361394162306413, 48.884185699646636]}";48.8841856996, 2.33613941623
1737;22-24, PLACE DENFERT ROCHEREAU;75014;Paris;2010;RIVP;12;12;0;0;0;construction neuve;;14;centre d'hébergement d'urgence;650889.8832;6859521.805;"{""type"": ""Point"", ""coordinates"": [2.330969146510289, 48.83387811608204]}";48.8338781161, 2.33096914651
1740;6, RUE SAINT MAUR;75011;Paris;2010;RIVP;25;25;0;0;0;construction neuve;;11;maison relais;654753.16;6862283.543;"{""type"": ""Point"", ""coordinates"": [2.383302796872881, 48.85899726589964]}";48.8589972659, 2.38330279687
1747;41, RUE MONTIBOEUF;75020;Paris;2010;RIVP;42;6;27;0;9;acquisition réhabilitation;;20;logement familial;656270.0657;6863175.187;"{""type"": ""Point"", ""coordinates"": [2.403885101327896, 48.867120487004556]}";48.867120487, 2.40388510133
1750;190 BD DE LA VILLETTE;75019;Paris;2010;RIVP;26;0;7;0;19;acquisition réhabilitation;;19;logement familial;653835.5872;6864832.106;"{""type"": ""Point"", ""coordinates"": [2.37052024818945, 48.88185091200852]}";48.881850912, 2.37052024819
1752;22, RUE BALARD;75015;Paris;2010;RIVP;10;10;0;0;0;construction neuve;;15;foyer pour jeunes travailleurs ou résidence pour jeunes;646952.5152;6860646.474;"{""type"": ""Point"", ""coordinates"": [2.277192721858951, 48.84368019327696]}";48.8436801933, 2.27719272186
1762;12, RUE DES LYANES;75020;Paris;2010;SIEMP;7;0;4;0;3;construction neuve;;20;logement familial;656383.6918;6862749.403;"{""type"": ""Point"", ""coordinates"": [2.405477663483921, 48.863299165013224]}";48.863299165, 2.40547766348
1766;VIGNOLES EST SECTEUR SAVART 80-82, RUE DES VIGNOLES;75020;Paris;2010;ELOGIE;30;3;20;0;7;construction neuve;;20;logement familial;656143.9682;6861918.774;"{""type"": ""Point"", ""coordinates"": [2.402295879671919, 48.85581310228689]}";48.8558131023, 2.40229587967
1768;3 RUE THOMIRE;75013;Paris;2010;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;13;logement familial;652159.6114;6857938.475;"{""type"": ""Point"", ""coordinates"": [2.348443933117646, 48.8197345040573]}";48.8197345041, 2.34844393312
1770;GROUPE PRINCES 5 RUE DU GENERAL ROQUES;75016;Paris;2010;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;16;logement familial;645339.5716;6860223.603;"{""type"": ""Point"", ""coordinates"": [2.2552709175314662, 48.83974254496691]}";48.839742545, 2.25527091753
1773;65 RUE DE LAGNY;75020;Paris;2010;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;20;logement familial;656421.9041;6861164.627;"{""type"": ""Point"", ""coordinates"": [2.406160958290402, 48.84904992716429]}";48.8490499272, 2.40616095829
1781;7, IMPASSE DUPUY;75018;Paris;2010;SIEMP;4;0;4;0;0;acquisition réhabilitation;;18;logement familial;653175.5504;6865563.633;"{""type"": ""Point"", ""coordinates"": [2.361439972526095, 48.88838164591276]}";48.8883816459, 2.36143997253
1788;102, BD DE LA CHAPELLE;75018;Paris;2010;SIEMP;1;0;1;0;0;acquisition réhabilitation;;18;logement familial;652443.7554;6865091.856;"{""type"": ""Point"", ""coordinates"": [2.3515135316345193, 48.88408547855378]}";48.8840854786, 2.35151353163
1792;277, RUE DE BELLEVILLE;75019;Paris;2010;SIEMP;2;0;2;0;0;acquisition réhabilitation;;19;logement familial;656049.5875;6864145.221;"{""type"": ""Point"", ""coordinates"": [2.400779370876082, 48.875828830931155]}";48.8758288309, 2.40077937088
1793;261-263, RUE DE BELLEVILLE;75019;Paris;2010;SIEMP;15;0;6;0;9;acquisition réhabilitation;;19;logement familial;655921.3187;6864122.823;"{""type"": ""Point"", ""coordinates"": [2.399032943531846, 48.87561864390842]}";48.8756186439, 2.39903294353
1794;6, RUE DES LYANES;75020;Paris;2010;SIEMP;1;0;1;0;0;acquisition réhabilitation;;20;logement familial;656420.3225;6862722.202;"{""type"": ""Point"", ""coordinates"": [2.405979737180555, 48.863057028345665]}";48.8630570283, 2.40597973718
1796;34, RUE DU SURMELIN;75020;Paris;2010;SIEMP;12;0;8;0;4;acquisition réhabilitation;;20;logement familial;656290.7049;6863321.696;"{""type"": ""Point"", ""coordinates"": [2.404151368442041, 48.86843942315825]}";48.8684394232, 2.40415136844
1805;141, RUE DE CHARONNE;75011;Paris;2010;SEMIDEP;12;4;8;0;0;construction neuve;;11;logement familial;655076.8587;6861867.725;"{""type"": ""Point"", ""coordinates"": [2.387758451505544, 48.85528049600139]}";48.855280496, 2.38775845151
1807;85, RUE FONDARY BATIMENT A;75015;Paris;2010;ELOGIE;12;4;6;0;2;acquisition réhabilitation;;15;logement familial;648481.6042;6860923.769;"{""type"": ""Point"", ""coordinates"": [2.297992872941502, 48.84629795598279]}";48.846297956, 2.29799287294
1810;OURCQ - JAURES - 1-5 RUE DE L'OURCQ ET 143 AV JEAN JAURES - LOT 1A;75019;Paris;2010;BATIGERE;24;0;0;0;24;construction neuve;;19;logement familial;654875.0143;6865390.131;"{""type"": ""Point"", ""coordinates"": [2.384633589405899, 48.88694274681917]}";48.8869427468, 2.38463358941
1812;7A, BD DE LA CHAPELLE;75010;Paris;2010;SABLIERE;132;73;59;0;0;acquisition réhabilitation;;10;foyer pour jeunes travailleurs ou résidence pour jeunes;653312.5966;6865082.992;"{""type"": ""Point"", ""coordinates"": [2.363361680412287, 48.88406934935747]}";48.8840693494, 2.36336168041
1813;42 RUE CAUCHY;75015;Paris;2010;RIVP;5;0;5;0;0;construction neuve;"opération abandonnée; réagréée";15;logement familial;647054.9858;6860456.501;"{""type"": ""Point"", ""coordinates"": [2.278612521711425, 48.841980203979176]}";48.841980204, 2.27861252171
1814;ZAC PARIS RIVE GAUCHE LOT M10C;75013;Paris;2010;RIVP;64;64;0;0;0;construction neuve;;13;foyer pour jeunes travailleurs ou résidence pour jeunes;654416.0391;6858619.266;"{""type"": ""Point"", ""coordinates"": [2.379100858440311, 48.82602049302077]}";48.826020493, 2.37910085844
1815;ZAC PARIS RIVE GAUCHE LOT M10C;75013;Paris;2010;RIVP;129;0;129;0;0;construction neuve;;13;résidence pour étudiants;654406.1827;6858630.404;"{""type"": ""Point"", ""coordinates"": [2.37896541677943, 48.826119961935916]}";48.8261199619, 2.37896541678
1819;42-44, RUE MYRHA;75018;Paris;2010;RIVP;9;0;0;9;0;construction neuve;;18;logement familial;652526.1871;6865419.388;"{""type"": ""Point"", ""coordinates"": [2.352600918874415, 48.88703694878235]}";48.8870369488, 2.35260091887
1823;12, RUE DE L'ERMITAGE;75020;Paris;2010;SIEMP;8;0;0;0;8;construction neuve;;20;logement familial;655368.7158;6863522.402;"{""type"": ""Point"", ""coordinates"": [2.391562149214062, 48.87018111284994]}";48.8701811128, 2.39156214921
1824;141, RUE DE TOLBIAC (BARBIZON);75013;Paris;2010;SAIRP;16;0;0;0;16;construction neuve;;13;logement familial;652954.3437;6858634.553;"{""type"": ""Point"", ""coordinates"": [2.359190275860214, 48.82605294789046]}";48.8260529479, 2.35919027586
1831;192, BD DE LA VILLETTE;75019;Paris;2011;ADOMA;53;53;0;0;0;acquisition réhabilitation;;19;foyer pour jeunes travailleurs ou résidence pour jeunes;653835.6267;6864848.751;"{""type"": ""Point"", ""coordinates"": [2.370518977471397, 48.88200059861877]}";48.8820005986, 2.37051897747
1832;27, RUE DE LA GLACIERE;75013;Paris;2011;ANTIN;65;65;0;0;0;construction neuve;;13;foyer pour jeunes travailleurs ou résidence pour jeunes;651914.411;6859527.17;"{""type"": ""Point"", ""coordinates"": [2.344925113060739, 48.83400361671705]}";48.8340036167, 2.34492511306
1844;45 RUE DU FG SAINT ANTOINE;75011;Paris;2011;EFIDIS;20;5;11;0;4;construction neuve;;11;logement familial;653947.2068;6861552.506;"{""type"": ""Point"", ""coordinates"": [2.372397611586518, 48.85236598827463]}";48.8523659883, 2.37239761159
1859;5 RUE DE ROTTEMBOURG;75012;Paris;2011;SEMIDEP;10;3;7;0;0;construction neuve;;12;logement familial;656294.8935;6859931.257;"{""type"": ""Point"", ""coordinates"": [2.404556986916309, 48.83794955511569]}";48.8379495551, 2.40455698692
1864;30-32, QUAI DES CELESTINS;75004;Paris;2011;ELOGIE;47;47;0;0;0;construction neuve;;4;foyer pour jeunes travailleurs ou résidence pour jeunes;653006.11;6861607.089;"{""type"": ""Point"", ""coordinates"": [2.359566972003096, 48.85278889475196]}";48.8527888948, 2.359566972
1874;23 RUE DE TLEMCEN;75020;Paris;2011;ELOGIE;77;0;0;0;77;acquisition réhabilitation;;20;logement familial;655159.1923;6862974.387;"{""type"": ""Point"", ""coordinates"": [2.388763754613547, 48.86523834348406]}";48.8652383435, 2.38876375461
1877;58, BD DE STRASBOURG;75010;Paris;2011;ERIGERE;70;7;49;0;14;acquisition conventionnement;;10;logement familial;652827.082;6863922.892;"{""type"": ""Point"", ""coordinates"": [2.356870244046357, 48.873601497724266]}";48.8736014977, 2.35687024405
1880;12, RUE DE LA LUNE;75002;Paris;2011;FIAC;12;12;0;0;0;acquisition conventionnement;;2;logement familial;652350.4259;6863500.852;"{""type"": ""Point"", ""coordinates"": [2.350419400072933, 48.869771094562566]}";48.8697710946, 2.35041940007
1881;SITE HOPITAL SAINT MICHEL 33, RUE OLIVIER DE SERRES;75015;Paris;2011;FRANC.HAB.;118;26;56;0;36;construction neuve;;15;logement familial;648361.0287;6859697.187;"{""type"": ""Point"", ""coordinates"": [2.296498861849608, 48.83525767715186]}";48.8352576772, 2.29649886185
1884;13 AVENUE DE SAXE ET 5-7 VILLA DE SAXE;75007;Paris;2011;HUMANISME;27;27;0;0;0;construction neuve;;7;foyer pour jeunes travailleurs ou résidence pour jeunes;649335.7736;6861281.617;"{""type"": ""Point"", ""coordinates"": [2.309588842830669, 48.84958378694806]}";48.8495837869, 2.30958884283
1885;164, RUE JEANNE D'ARC;75013;Paris;2011;HSF;36;0;0;0;36;acquisition conventionnement;;13;logement familial;652910.964;6859886.474;"{""type"": ""Point"", ""coordinates"": [2.358460884843301, 48.83730844766646]}";48.8373084477, 2.35846088484
1889;80 BD JOURDAN, 71-73 RUE DU PERE CORENTIN, 146 RUE DE LA TOMBE ISSOIRE;75014;Paris;2011;LOGIS.TR.;11;2;6;0;3;construction neuve;;14;logement familial;650682.1021;6858292.844;"{""type"": ""Point"", ""coordinates"": [2.328281084662982, 48.82281006700981]}";48.822810067, 2.32828108466
1890;38, RUE BLANCHE;75009;Paris;2011;OROSDI;20;0;0;0;20;construction neuve;;9;logement familial;650970.38;6864570.304;"{""type"": ""Point"", ""coordinates"": [2.331483446010219, 48.87928482519451]}";48.8792848252, 2.33148344601
1896;18, AV DE LA PORTE DES TERNES 6-10, RUE GUSTAVE CHARPENTIER (LYCEE SAINTE CROIX);75017;Paris;2011;PARIS HAB;55;0;55;0;0;construction neuve;;17;résidence pour étudiants;647334.2399;6864883.781;"{""type"": ""Point"", ""coordinates"": [2.281868615242164, 48.88181670481762]}";48.8818167048, 2.28186861524
1910;48, BOULEVARD ARAGO - 28 RUE DE LA GLACIERE;75013;Paris;2011;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;13;logement familial;651915.6567;6859662.293;"{""type"": ""Point"", ""coordinates"": [2.344926811687182, 48.83521888119342]}";48.8352188812, 2.34492681169
1916;GROUPE PORTE DE MONTREUIL 1 ET 2 SQUARE DU PERIGORD ET 2 SQUARE DU QUERCY;75020;Paris;2011;PARIS HAB;3;0;3;0;0;acquisition réhabilitation;;20;logement familial;656822.8794;6861622.653;"{""type"": ""Point"", ""coordinates"": [2.411578338075239, 48.85319595119409]}";48.8531959512, 2.41157833808
1918;ZAC PARIS RIVE GAUCHE LOT M6B2;75013;Paris;2011;PARIS HAB;140;14;56;0;70;construction neuve;;13;logement familial;654626.478;6858609.209;"{""type"": ""Point"", ""coordinates"": [2.381968201567418, 48.82594489582038]}";48.8259448958, 2.38196820157
1923;189, RUE DE CHARONNE;75011;Paris;2011;PARIS HAB;24;4;15;0;5;acquisition réhabilitation;;11;logement familial;655465.397;6861968.001;"{""type"": ""Point"", ""coordinates"": [2.393042988040788, 48.85620924827492]}";48.8562092483, 2.39304298804
1924;20-24 RUE BASFROI;75011;Paris;2011;PARIS HAB;54;15;29;0;10;construction neuve;;11;logement familial;654466.4982;6861821.907;"{""type"": ""Point"", ""coordinates"": [2.379445312351843, 48.85482560840602]}";48.8548256084, 2.37944531235
1926;63, BOULEVARD DE CHARONNE;75011;Paris;2011;PARIS HAB;105;28;22;40;15;construction neuve;;11;logement familial;655716.771;6861649.695;"{""type"": ""Point"", ""coordinates"": [2.396501956962145, 48.85336406253752]}";48.8533640625, 2.39650195696
1927;47-73, RUE NATIONALE;75013;Paris;2011;PARIS HAB;24;0;14;0;10;construction neuve;opération abandonnée;13;logement familial;653494.372;6858687.521;"{""type"": ""Point"", ""coordinates"": [2.3665399057667322, 48.8265684852317]}";48.8265684852, 2.36653990577
1928;67-97, RUE DE LA GLACIERE 2, RUE VERGNIAUD 101-123 BD AUGUSTE BLANQUI;75013;Paris;2011;PARIS HAB;73;8;29;0;36;construction neuve;;13;logement familial;651778.8742;6858939.048;"{""type"": ""Point"", ""coordinates"": [2.3431454136737973, 48.828704449459075]}";48.8287044495, 2.34314541367
3089;30-32, BOULEVARD DE SEBASTOPOL;75004;Paris;2017;HSF;2;2;0;0;0;construction neuve;;4;logement familial;652304.576;6862539.248;"{""type"": ""Point"", ""coordinates"": [2.349902305769155, 48.86112015728605]}";48.8611201573, 2.34990230577
3095;106, RUE DU POTEAU;75018;Paris;2017;IMM 3F;10;0;0;0;10;construction neuve;;18;logement familial;651450.518;6866597.341;"{""type"": ""Point"", ""coordinates"": [2.337798017180362, 48.897549603167306]}";48.8975496032, 2.33779801718
